Nro,Retorno,SP500
5167,-0.017273718,16.07
5168,-0.016311529,15.81
5169,0.001264223,15.83
5170,-0.008246162,15.7
5171,0.00761425,15.82
5172,-0.001265022,15.8
5173,0,15.8
5174,-0.004440223,15.73
5175,-0.018608172,15.44
5176,0.007099094,15.55
5177,0.002569044,15.59
5178,-0.001926164,15.56
5179,0.002567396,15.6
5180,-0.026633598,15.19
5181,0.011129411,15.36
5182,0.012293911,15.55
5183,-0.003865984,15.49
5184,0.011553402,15.67
5185,0.011421444,15.85
5186,-0.001894538,15.82
5187,0.001263424,15.84
5188,0.005665738,15.93
5189,-0.001885015,15.9
5190,0,15.9
5191,0.011878852,16.09
5192,0.003102702,16.14
5193,-0.001239926,16.12
5194,0.004333031,16.19
5195,0.005543593,16.28
5196,0.003678729,16.34
5197,0.001223242,16.36
5198,0.015165592,16.61
5199,-0.001807774,16.58
5200,0.000602954,16.59
5201,-0.001206273,16.57
5202,-0.006660636,16.46
5203,0.002427186,16.5
5204,0.012048339,16.7
5205,-0.047204596,15.93
5206,0.013096539,16.14
5207,-0.044986996,15.43
5208,0.004526358,15.5
5209,-0.032123378,15.01
5210,-0.000666445,15
5211,0.002663117,15.04
5212,0.015176801,15.27
5213,-0.000655093,15.26
5214,-0.002624673,15.22
5215,0.002624673,15.26
5216,0.003271184,15.31
5217,-0.006553103,15.21
5218,-0.00131579,15.19
5219,-0.018605188,14.91
5220,0,14.91
5221,-0.008080852,14.79
5222,-0.002708194,14.75
5223,0.017473563,15.01
5224,-0.000666445,15
5225,0.008629327,15.13
5226,0.006587639,15.23
5227,0.000656383,15.24
5228,-0.002628122,15.2
5229,-0.001975634,15.17
5230,0.003290559,15.22
5231,0.00720134,15.33
5232,-0.00523219,15.25
5233,-0.00525971,15.17
5234,-0.000659413,15.16
5235,0.002635048,15.2
5236,-0.000658111,15.19
5237,-0.003297069,15.14
5238,0.000660284,15.15
5239,0,15.15
5240,0.006578971,15.25
5241,-0.003942186,15.19
5242,-0.007267954,15.08
5243,0.013175421,15.28
5244,0,15.28
5245,-0.005249356,15.2
5246,-0.016584128,14.95
5247,0.005336904,15.03
5248,0.008612176,15.16
5249,0.022179644,15.5
5250,0.007071711,15.61
5251,-0.006426757,15.51
5252,-0.000644953,15.5
5253,-0.001937359,15.47
5254,-0.005184717,15.39
5255,-0.009794398,15.24
5256,0.009144414,15.38
5257,0,15.38
5258,0.003893581,15.44
5259,0.003878479,15.5
5260,-0.001937359,15.47
5261,-0.030852463,15
5262,0.021761492,15.33
5263,-0.002612673,15.29
5264,-0.002619517,15.25
5265,-0.003284075,15.2
5266,0.001314925,15.22
5267,0.007853444,15.34
5268,0.000651678,15.35
5269,-0.00195631,15.32
5270,-0.015126892,15.09
5271,-0.022111454,14.76
5272,-0.004073325,14.7
5273,0.005427422,14.78
5274,-0.013624189,14.58
5275,-0.001372684,14.56
5276,0.003428183,14.61
5277,0.00273411,14.65
5278,0.005445895,14.73
5279,0.006765926,14.83
5280,-0.002700879,14.79
5281,-0.00338639,14.74
5282,-0.009543358,14.6
5283,-0.012405397,14.42
5284,-0.00277778,14.38
5285,0.016552102,14.62
5286,0.00613708,14.71
5287,-0.002722942,14.67
5288,-0.001364257,14.65
5289,0.001364257,14.67
5290,0.012868447,14.86
5291,0.002016807,14.89
5292,-0.002016807,14.86
5293,0.000672721,14.87
5294,0.010036886,15.02
5295,0.003323366,15.07
5296,-0.005990035,14.98
5297,-0.004013383,14.92
5298,0.003345604,14.97
5299,-0.002006019,14.94
5300,-0.004696419,14.87
5301,-0.006747664,14.77
5302,0.012113203,14.95
5303,0.001336899,14.97
5304,-0.005358352,14.89
5305,0.002682765,14.93
5306,0.019237741,15.22
5307,-0.000657246,15.21
5308,-0.009910884,15.06
5309,-0.008000043,14.94
5310,0.002673798,14.98
5311,-0.001336006,14.96
5312,-0.002677378,14.92
5313,0.000670017,14.93
5314,0.002675587,14.97
5315,0.001335114,14.99
5316,0.002664892,15.03
5317,-0.000665557,15.02
5318,-0.001999334,14.99
5319,0.005322701,15.07
5320,-0.003989367,15.01
5321,-0.002668447,14.97
5322,-0.016841085,14.72
5323,-0.00135962,14.7
5324,-0.001361471,14.68
5325,0.005434796,14.76
5326,0,14.76
5327,-0.004753829,14.69
5328,0.001360544,14.71
5329,0.004747381,14.78
5330,0.00472495,14.85
5331,0.011382781,15.02
5332,-0.000666001,15.01
5333,-0.006014051,14.92
5334,-0.002684565,14.88
5335,-0.00404041,14.82
5336,0.002022245,14.85
5337,0.001345895,14.87
5338,0.000672269,14.88
5339,0.005361943,14.96
5340,-0.002007361,14.93
5341,-0.002682765,14.89
5342,-0.006062666,14.8
5343,-0.00474095,14.73
5344,-0.010235504,14.58
5345,-0.005502077,14.5
5346,0.004815971,14.57
5347,-0.000686577,14.56
5348,-0.003439976,14.51
5349,-0.022300576,14.19
5350,-0.003529831,14.14
5351,0,14.14
5352,-0.006385265,14.05
5353,-0.016505577,13.82
5354,0.001446132,13.84
5355,0.006481838,13.93
5356,0,13.93
5357,-0.00865182,13.81
5358,-0.01900642,13.55
5359,0.006620105,13.64
5360,0.018882188,13.9
5361,-0.003603608,13.85
5362,0.001443002,13.87
5363,0.014316637,14.07
5364,0.00071048,14.08
5365,-0.002844952,14.04
5366,0.004973367,14.11
5367,0.001416431,14.13
5368,-0.000707965,14.12
5369,-0.008534902,14
5370,0.006407996,14.09
5371,0.004955762,14.16
5372,0.007037327,14.26
5373,0.00559442,14.34
5374,0.012474174,14.52
5375,0,14.52
5376,-0.000688943,14.51
5377,0,14.51
5378,0.006868159,14.61
5379,0.01156869,14.78
5380,0.000676361,14.79
5381,-0.002030458,14.76
5382,0.002706362,14.8
5383,0.009414999,14.94
5384,0.002006019,14.97
5385,-0.004686985,14.9
5386,-0.000671366,14.89
5387,0.003352333,14.94
5388,0.008000043,15.06
5389,0,15.06
5390,-0.001328904,15.04
5391,0,15.04
5392,0.005305052,15.12
5393,0.002642009,15.16
5394,-0.000659848,15.15
5395,-0.001321004,15.13
5396,0.014435946,15.35
5397,0.010369503,15.51
5398,-0.00906742,15.37
5399,0.004543987,15.44
5400,-0.003243597,15.39
5401,-0.004558784,15.32
5402,-0.004579661,15.25
5403,0.002619517,15.29
5404,0.011057023,15.46
5405,0.002583981,15.5
5406,-0.005823375,15.41
5407,-0.002599092,15.37
5408,-0.013097764,15.17
5409,0.000658979,15.18
5410,0.00263158,15.22
5411,0.003934431,15.28
5412,-0.010526413,15.12
5413,0.005934736,15.21
5414,0.000657246,15.22
5415,0.005895857,15.31
5416,-0.00130719,15.29
5417,-0.000654236,15.28
5418,0.00652318,15.38
5419,0.001948685,15.41
5420,-0.00064914,15.4
5421,0.007762005,15.52
5422,0.014075728,15.74
5423,-0.000635526,15.73
5424,-0.007657983,15.61
5425,0.003197956,15.66
5426,-0.007049052,15.55
5427,-0.023423322,15.19
5428,0.014379333,15.41
5429,0.005823375,15.5
5430,0.004505962,15.57
5431,-0.002572349,15.53
5432,-0.007756988,15.41
5433,0.007756988,15.53
5434,0.005778507,15.62
5435,-0.002564104,15.58
5436,0.001282874,15.6
5437,0.009569451,15.75
5438,0.00190295,15.78
5439,0.003795071,15.84
5440,0.000631114,15.85
5441,-0.001262626,15.83
5442,0.008805088,15.97
5443,0,15.97
5444,-0.00376412,15.91
5445,-0.011378125,15.73
5446,0.006968669,15.84
5447,0.005665738,15.93
5448,-0.001885015,15.9
5449,-0.003149609,15.85
5450,0.001261034,15.87
5451,0.005028295,15.95
5452,0.006872879,16.06
5453,0.005588341,16.15
5454,-0.004343786,16.08
5455,-0.002490661,16.04
5456,0.00992564,16.2
5457,0.007992665,16.33
5458,-0.002452484,16.29
5459,-0.004923087,16.21
5460,-0.003089283,16.16
5461,0.001236859,16.18
5462,-0.002475249,16.14
5463,-0.006838696,16.03
5464,-0.017621601,15.75
5465,0.005698021,15.84
5466,0.007547206,15.96
5467,0.011215071,16.14
5468,-0.004346483,16.07
5469,0.00496587,16.15
5470,0.002473718,16.19
5471,-0.005574496,16.1
5472,-0.003110422,16.05
5473,-0.001870908,16.02
5474,0.002493767,16.06
5475,0.005588341,16.15
5476,0.008017311,16.28
5477,0.007953545,16.41
5478,-0.001219512,16.39
5479,0.002437539,16.43
5480,0,16.43
5481,-0.000608828,16.42
5482,0.009093727,16.57
5483,0.004215604,16.64
5484,0.001801261,16.67
5485,0.0005997,16.68
5486,-0.00119976,16.66
5487,-0.004210533,16.59
5488,-0.003623192,16.53
5489,-0.002422775,16.49
5490,0.009055299,16.64
5491,0,16.64
5492,-0.003612286,16.58
5493,0.004813487,16.66
5494,0.00119976,16.68
5495,0.006573074,16.79
5496,-0.007772834,16.66
5497,0.01134002,16.85
5498,0.004736539,16.93
5499,0.002948985,16.98
5500,0.005872007,17.08
5501,-0.002931694,17.03
5502,0.003517002,17.09
5503,-0.019498402,16.76
5504,-0.005384398,16.67
5505,0.002994911,16.72
5506,0.008338345,16.86
5507,-0.000593296,16.85
5508,0.00118624,16.87
5509,0.001776725,16.9
5510,0.001182732,16.92
5511,-0.003552402,16.86
5512,-0.007142888,16.74
5513,-0.00059755,16.73
5514,0.00536514,16.82
5515,0.011820469,17.02
5516,0.001761081,17.05
5517,0,17.05
5518,0.010501847,17.23
5519,0.003476249,17.29
5520,0.001733603,17.32
5521,-0.005209853,17.23
5522,-0.00116144,17.21
5523,0.004059153,17.28
5524,-0.002317498,17.24
5525,-0.010495723,17.06
5526,0,17.06
5527,-0.004111606,16.99
5528,0.009373238,17.15
5529,0.00291121,17.2
5530,-0.001745709,17.17
5531,0.002326935,17.21
5532,0.004059153,17.28
5533,0,17.28
5534,-0.003478264,17.22
5535,0.001160766,17.24
5536,-0.000580215,17.23
5537,0.003476249,17.29
5538,0.001733603,17.32
5539,-0.006952519,17.2
5540,-0.000581564,17.19
5541,-0.007005283,17.07
5542,0.00117096,17.09
5543,0.001753874,17.12
5544,0.007564773,17.25
5545,0.011527505,17.45
5546,0.00228964,17.49
5547,-0.00228964,17.45
5548,-0.00057323,17.44
5549,0.00057323,17.45
5550,0.005714301,17.55
5551,0.000569638,17.56
5552,0,17.56
5553,-0.005711038,17.46
5554,0.004001149,17.53
5555,-0.00514728,17.44
5556,-0.008059917,17.3
5557,-0.000578202,17.29
5558,0.013785399,17.53
5559,0.001140251,17.55
5560,0.004548046,17.63
5561,0.008472234,17.78
5562,0.003929278,17.85
5563,-0.005617992,17.75
5564,0.010647341,17.94
5565,0.002227172,17.98
5566,-0.001112966,17.96
5567,-0.004464293,17.88
5568,0.008354267,18.03
5569,0.001108648,18.05
5570,-0.006670397,17.93
5571,0.001671775,17.96
5572,-0.007264631,17.83
5573,0,17.83
5574,-0.003933694,17.76
5575,0.005614838,17.86
5576,0.005583487,17.96
5577,0.014372829,18.22
5578,-0.00605562,18.11
5579,0.008796098,18.27
5580,-0.00824407,18.12
5581,0.005503591,18.22
5582,0.002740479,18.27
5583,0,18.27
5584,0.001094092,18.29
5585,0,18.29
5586,-0.006032374,18.18
5587,0.004390786,18.26
5588,0.009809343,18.44
5589,0.004329011,18.52
5590,0.002157498,18.56
5591,0.006444705,18.68
5592,-0.004291852,18.6
5593,0.00589656,18.71
5594,-0.001069519,18.69
5595,0,18.69
5596,-0.001070664,18.67
5597,0.002674513,18.72
5598,0.003200003,18.78
5599,-0.000532623,18.77
5600,0.001064963,18.79
5601,-0.010163233,18.6
5602,0.01494158,18.88
5603,0.002644805,18.93
5604,0.011032421,19.14
5605,0.00625002,19.26
5606,0.00724266,19.4
5607,-0.007762005,19.25
5608,-0.014125268,18.98
5609,-0.002637828,18.93
5610,0.002110819,18.97
5611,-0.00263922,18.92
5612,-0.004768221,18.83
5613,0.008987636,19
5614,0.008385793,19.16
5615,-0.001044387,19.14
5616,-0.055316114,18.11
5617,-0.011105056,17.91
5618,0.011105056,18.11
5619,-0.037697853,17.44
5620,0.01423309,17.69
5621,-0.002830458,17.64
5622,0.009591047,17.81
5623,0.005599119,17.91
5624,-0.01349093,17.67
5625,-0.004537728,17.59
5626,-0.015468656,17.32
5627,-0.026325007,16.87
5628,-0.010727159,16.69
5629,0.010727159,16.87
5630,-0.0113265,16.68
5631,0.022526145,17.06
5632,0.017432167,17.36
5633,0.014298213,17.61
5634,-0.001136364,17.59
5635,-0.006273189,17.48
5636,-0.01440532,17.23
5637,0.002318842,17.27
5638,0.013229989,17.5
5639,0.010798627,17.69
5640,0.008443619,17.84
5641,0.010039125,18.02
5642,-0.003892137,17.95
5643,0.002225933,17.99
5644,0.008303397,18.14
5645,0.014774551,18.41
5646,0.002712234,18.46
5647,0.008092842,18.61
5648,-0.007010004,18.48
5649,-0.0108815,18.28
5650,0.000546896,18.29
5651,0.001638897,18.32
5652,0.001091108,18.34
5653,0.010846093,18.54
5654,0.007522873,18.68
5655,0.001070091,18.7
5656,-0.001070091,18.68
5657,0.007466701,18.82
5658,-0.001595321,18.79
5659,-0.013394253,18.54
5660,-0.00053952,18.53
5661,0.00053952,18.54
5662,-0.005950788,18.43
5663,-0.000542741,18.42
5664,0.007032758,18.55
5665,0.006983644,18.68
5666,-0.007522873,18.54
5667,0.002693242,18.59
5668,0.008569951,18.75
5669,-0.007494682,18.61
5670,0.013874289,18.87
5671,0.011591278,19.09
5672,0.004703432,19.18
5673,0.005718757,19.29
5674,0.004138651,19.37
5675,-0.003102381,19.31
5676,-0.00519212,19.21
5677,0.008294501,19.37
5678,0.003607322,19.44
5679,-0.001029336,19.42
5680,-0.014523077,19.14
5681,0.014008011,19.41
5682,0.000515066,19.42
5683,0.001543607,19.45
5684,0.012263823,19.69
5685,-0.001524778,19.66
5686,0.017146159,20
5687,-0.005515181,19.89
5688,0.011497252,20.12
5689,-0.005982072,20
5690,-0.011060947,19.78
5691,0.004036332,19.86
5692,-0.000503651,19.85
5693,-0.007077886,19.71
5694,0.009090972,19.89
5695,0.006015056,20.01
5696,0.000499625,20.02
5697,-0.003001503,19.96
5698,0,19.96
5699,0.005994024,20.08
5700,-0.001495141,20.05
5701,-0.022189514,19.61
5702,0.008125997,19.77
5703,-0.008125997,19.61
5704,-0.004087895,19.53
5705,0.00153492,19.56
5706,0.008653655,19.73
5707,0.006063687,19.85
5708,-0.024994925,19.36
5709,0.010277583,19.56
5710,0.011690095,19.79
5711,0.007551005,19.94
5712,0.003504384,20.01
5713,-0.00752449,19.86
5714,-0.00201613,19.82
5715,-0.00505818,19.72
5716,0.007074309,19.86
5717,0.003518476,19.93
5718,-0.002511933,19.88
5719,0.013986242,20.16
5720,0.00790518,20.32
5721,-0.006913608,20.18
5722,-0.03120535,19.56
5723,-0.009761187,19.37
5724,0.007201677,19.51
5725,0.00765896,19.66
5726,-0.034147136,19
5727,0.016184117,19.31
5728,0.007223974,19.45
5729,-0.002574004,19.4
5730,0,19.4
5731,0.016360283,19.72
5732,-0.002030458,19.68
5733,-0.000508259,19.67
5734,-0.012276369,19.43
5735,-0.00515997,19.33
5736,0.026545714,19.85
5737,0.005526264,19.96
5738,0.000500877,19.97
5739,0.000500626,19.98
5740,0.00449439,20.07
5741,-0.007501911,19.92
5742,0.018896634,20.3
5743,0.003933142,20.38
5744,0.002450381,20.43
5745,0.016505229,20.77
5746,-0.003859146,20.69
5747,0.008662229,20.87
5748,0,20.87
5749,0.006209717,21
5750,0.005698021,21.12
5751,-0.012866511,20.85
5752,0.016175424,21.19
5753,-0.00378251,21.11
5754,0.008960211,21.3
5755,0.007483664,21.46
5756,0.004185079,21.55
5757,-0.006984895,21.4
5758,-0.001870908,21.36
5759,-0.008462674,21.18
5760,0.003770033,21.26
5761,-0.004714766,21.16
5762,-0.006162617,21.03
5763,0.010877383,21.26
5764,0.019101443,21.67
5765,0.003225066,21.74
5766,-0.00368664,21.66
5767,0.005065634,21.77
5768,0.008689741,21.96
5769,0.010869672,22.2
5770,-0.003610112,22.12
5771,-0.005894372,21.99
5772,0.004537213,22.09
5773,0.003615006,22.17
5774,0.000450958,22.18
5775,-0.002708805,22.12
5776,-0.005439723,22
5777,0.005891701,22.13
5778,-0.013648984,21.83
5779,-0.001834022,21.79
5780,0.003207334,21.86
5781,0.002740979,21.92
5782,0.0004561,21.93
5783,-0.00778214,21.76
5784,0.001836548,21.8
5785,0.002290952,21.85
5786,0.003654641,21.93
5787,-0.006404413,21.79
5788,0,21.79
5789,0.003207334,21.86
5790,0.004108657,21.95
5791,0,21.95
5792,-0.011454879,21.7
5793,-0.013454158,21.41
5794,-0.007501207,21.25
5795,0.001880584,21.29
5796,0.016305975,21.64
5797,-0.003703708,21.56
5798,-0.001857011,21.52
5799,0.005560719,21.64
5800,0.00415034,21.73
5801,-0.009246483,21.53
5802,-0.000929368,21.51
5803,-0.01169057,21.26
5804,0.00328716,21.33
5805,0.007007737,21.48
5806,-0.00747667,21.32
5807,-0.002818226,21.26
5808,0.006563549,21.4
5809,0.013460403,21.69
5810,0.00138217,21.72
5811,-0.001843318,21.68
5812,-0.001384722,21.65
5813,-0.000462,21.64
5814,0.008741717,21.83
5815,0.011839847,22.09
5816,-0.002266033,22.04
5817,0.002266033,22.09
5818,0.001809137,22.13
5819,-0.00407517,22.04
5820,0,22.04
5821,0.000453618,22.05
5822,-0.004089985,21.96
5823,0.00045527,21.97
5824,0.008610975,22.16
5825,0.010325569,22.39
5826,0.001784918,22.43
5827,0.004448406,22.53
5828,0.003986716,22.62
5829,0.008364566,22.81
5830,-0.001755156,22.77
5831,-0.00616742,22.63
5832,-0.000884173,22.61
5833,0.001325967,22.64
5834,-0.005758598,22.51
5835,-0.008028589,22.33
5836,-0.006740084,22.18
5837,-0.01911756,21.76
5838,-0.003222097,21.69
5839,0.010091829,21.91
5840,-0.01842521,21.51
5841,-0.002327206,21.46
5842,-0.004670723,21.36
5843,-0.009407407,21.16
5844,-0.005212047,21.05
5845,-0.00095057,21.03
5846,0.008522779,21.21
5847,0.006578971,21.35
5848,0.007930996,21.52
5849,-0.001860466,21.48
5850,-0.011236073,21.24
5851,0.004228336,21.33
5852,0.007007737,21.48
5853,0.003717476,21.56
5854,-0.003252035,21.49
5855,0.00556846,21.61
5856,-0.004173435,21.52
5857,0.001393081,21.55
5858,0.013367334,21.84
5859,0.009115833,22.04
5860,0.000453618,22.05
5861,-0.001361471,22.02
5862,-0.005007978,21.91
5863,-0.005951036,21.78
5864,-0.010616301,21.55
5865,-0.012138338,21.29
5866,0.000469594,21.3
5867,0.003280997,21.37
5868,-0.012715029,21.1
5869,-0.006657181,20.96
5870,0.006657181,21.1
5871,0.006142235,21.23
5872,0.019128178,21.64
5873,0,21.64
5874,0.00415034,21.73
5875,-0.004612554,21.63
5876,0.002308937,21.68
5877,0.005519793,21.8
5878,0.008222979,21.98
5879,-0.011439155,21.73
5880,0.008705668,21.92
5881,-0.001826485,21.88
5882,-0.001829827,21.84
5883,0.001829827,21.88
5884,0.010004631,22.1
5885,0.015267472,22.44
5886,-0.005361943,22.32
5887,0.006697949,22.47
5888,0.002666668,22.53
5889,0.004428705,22.63
5890,-0.010215501,22.4
5891,0.004898696,22.51
5892,0.01367769,22.82
5893,0.001313773,22.85
5894,0.006977787,23.01
5895,0.00086881,23.03
5896,-0.004351617,22.93
5897,-0.003932712,22.84
5898,-0.002191542,22.79
5899,0.000438693,22.8
5900,-0.004395611,22.7
5901,0.003956919,22.79
5902,0.003504165,22.87
5903,0.003056104,22.94
5904,-0.000436015,22.93
5905,-0.004370636,22.83
5906,-0.003510315,22.75
5907,0.006571765,22.9
5908,-0.000873744,22.88
5909,-0.001312049,22.85
5910,0.002185793,22.9
5911,0.007829531,23.08
5912,0.00690849,23.24
5913,0.001719691,23.28
5914,0,23.28
5915,0.005995735,23.42
5916,0.002132652,23.47
5917,0.002553193,23.53
5918,0.003817608,23.62
5919,-0.00509339,23.5
5920,0.004246291,23.6
5921,0.004650188,23.71
5922,-0.000843882,23.69
5923,-0.002959207,23.62
5924,-0.001270917,23.59
5925,0,23.59
5926,-0.000848176,23.57
5927,-0.007238695,23.4
5928,-0.004282662,23.3
5929,0.003427595,23.38
5930,0.000855066,23.4
5931,-0.005571045,23.27
5932,-0.00042983,23.26
5933,0.008987863,23.47
5934,0.007217183,23.64
5935,0.006325132,23.79
5936,-0.00294675,23.72
5937,0.002526317,23.78
5938,-0.001262361,23.75
5939,-0.004219416,23.65
5940,-0.001692764,23.61
5941,0.003804697,23.7
5942,0.006309169,23.85
5943,-0.003359936,23.77
5944,-0.003371263,23.69
5945,-0.000844595,23.67
5946,-0.014897062,23.32
5947,-0.024746216,22.75
5948,0.003948239,22.84
5949,0.008284329,23.03
5950,-0.003044142,22.96
5951,-0.006554535,22.81
5952,-0.005274738,22.69
5953,-0.001323043,22.66
5954,0.012280856,22.94
5955,0.006950506,23.1
5956,-0.007386521,22.93
5957,-0.004808752,22.82
5958,-0.014566578,22.49
5959,-0.00088968,22.47
5960,0.012384059,22.75
5961,0.001756698,22.79
5962,0.002629274,22.85
5963,-0.000437733,22.84
5964,-0.00087604,22.82
5965,-0.003951707,22.73
5966,-0.002202159,22.68
5967,-0.001765226,22.64
5968,-0.010657294,22.4
5969,0.00133839,22.43
5970,0.010201907,22.66
5971,-0.002208969,22.61
5972,0.002650178,22.67
5973,0.009220702,22.88
5974,0.005665738,23.01
5975,0.005633818,23.14
5976,-0.00302965,23.07
5977,0.011635555,23.34
5978,0.001712329,23.38
5979,0.001709402,23.42
5980,-0.005136998,23.3
5981,0.002999788,23.37
5982,0.000855432,23.39
5983,-0.000855432,23.37
5984,0.001710133,23.41
5985,0.003411517,23.49
5986,0.003399918,23.57
5987,0,23.57
5988,-0.002548854,23.51
5989,0.001275239,23.54
5990,-0.004257137,23.44
5991,0.00891915,23.65
5992,0.001689903,23.69
5993,0.003371263,23.77
5994,0.001261299,23.8
5995,0.003355708,23.88
5996,0.001673641,23.92
5997,-0.000418148,23.91
5998,-0.003771218,23.82
5999,-0.003364175,23.74
6000,0.005042027,23.86
6001,0.005016733,23.98
6002,0.007478223,24.16
6003,-0.004147663,24.06
6004,0.001246106,24.09
6005,0.004555817,24.2
6006,0.002063984,24.25
6007,0.008622513,24.46
6008,0.008143367,24.66
6009,-0.004878058,24.54
6010,0.000814664,24.56
6011,-0.000407249,24.55
6012,0.00244101,24.61
6013,-0.001626678,24.57
6014,-0.013934652,24.23
6015,-0.003721319,24.14
6016,0.006606135,24.3
6017,-0.007434978,24.12
6018,-0.00041468,24.11
6019,0.002899153,24.18
6020,-0.002899153,24.11
6021,0.005377469,24.24
6022,-0.005377469,24.11
6023,-0.007911763,23.92
6024,-0.002092489,23.87
6025,-0.000419024,23.86
6026,-0.005042027,23.74
6027,-0.016136231,23.36
6028,-0.011625535,23.09
6029,0.003027029,23.16
6030,0.003017894,23.23
6031,-0.003449766,23.15
6032,0.001295057,23.18
6033,0.004734246,23.29
6034,-0.001288937,23.26
6035,0.001288937,23.29
6036,0.016606726,23.68
6037,0.00126609,23.71
6038,-0.000843882,23.69
6039,0.001265556,23.72
6040,-0.005071862,23.6
6041,0.000847099,23.62
6042,0.00464626,23.73
6043,0.00084246,23.75
6044,0,23.75
6045,0.007132399,23.92
6046,-0.002092489,23.87
6047,-0.002096876,23.82
6048,0.002934397,23.89
6049,0.001672941,23.93
6050,0,23.93
6051,-0.005867578,23.79
6052,-0.000420433,23.78
6053,0.008792186,23.99
6054,0.007888768,24.18
6055,0.007827022,24.37
6056,-0.007827022,24.18
6057,-0.002484473,24.12
6058,0,24.12
6059,-0.004154555,24.02
6060,-0.009201236,23.8
6061,0.004611201,23.91
6062,0.001253919,23.94
6063,0.007075992,24.11
6064,-0.006658368,23.95
6065,-0.012605209,23.65
6066,-0.00296422,23.58
6067,-0.007235614,23.41
6068,0.00383714,23.5
6069,0.008052597,23.69
6070,-0.004654123,23.58
6071,-0.0042499,23.48
6072,-0.002131742,23.43
6073,0.004683849,23.54
6074,0.000424719,23.55
6075,-0.002551022,23.49
6076,-0.007263437,23.32
6077,-0.006453023,23.17
6078,0.01669202,23.56
6079,0.0042355,23.66
6080,0.000422565,23.67
6081,0.005897237,23.81
6082,0.002097756,23.86
6083,-0.000838574,23.84
6084,-0.003782312,23.75
6085,0.001262361,23.78
6086,-0.004214081,23.68
6087,-0.003384098,23.6
6088,-0.001696353,23.56
6089,0.002119992,23.61
6090,0.005491038,23.74
6091,0.001683502,23.78
6092,0.00545189,23.91
6093,-0.00083682,23.89
6094,0.002090739,23.94
6095,-0.002509412,23.88
6096,-0.001676446,23.84
6097,0.000838574,23.86
6098,-0.002517836,23.8
6099,-0.000840689,23.78
6100,0.007123433,23.95
6101,0.006243517,24.1
6102,0.006617063,24.26
6103,0.004523964,24.37
6104,-0.005761333,24.23
6105,0.003296253,24.31
6106,0,24.31
6107,0.002465079,24.37
6108,-0.002876517,24.3
6109,0.001233806,24.33
6110,0.004101728,24.43
6111,0.003269312,24.51
6112,0.003258659,24.59
6113,-0.001220753,24.56
6114,0.00162734,24.6
6115,0.002436055,24.66
6116,0.003642991,24.75
6117,0.003227111,24.83
6118,0.005221944,24.96
6119,0.006389798,25.12
6120,-0.002391392,25.06
6121,-0.000399122,25.05
6122,-0.003198723,24.97
6123,-0.000400561,24.96
6124,-0.004014457,24.86
6125,-0.002013288,24.81
6126,0.006828707,24.98
6127,0.001999601,25.03
6128,0.005180326,25.16
6129,0,25.16
6130,-0.004381604,25.05
6131,-0.008016075,24.85
6132,0.00401607,24.95
6133,0.002002003,25
6134,0.004390348,25.11
6135,0.005163865,25.24
6136,-0.003174606,25.16
6137,0.001588563,25.2
6138,0.002378122,25.26
6139,0.004345257,25.37
6140,0.0011818,25.4
6141,0.001966569,25.45
6142,-0.000786164,25.43
6143,0.001179014,25.46
6144,-0.000785855,25.44
6145,0.00313972,25.52
6146,0.001174858,25.55
6147,-0.001174858,25.52
6148,-0.008262884,25.31
6149,-0.001186005,25.28
6150,0,25.28
6151,-0.003169575,25.2
6152,-0.010371054,24.94
6153,-0.002006824,24.89
6154,0.002407706,24.95
6155,0.001201682,24.98
6156,0.00040024,24.99
6157,-0.004813487,24.87
6158,-0.001609658,24.83
6159,0.004420341,24.94
6160,0.001202164,24.97
6161,0.002400001,25.03
6162,0.004782791,25.15
6163,0.003968259,25.25
6164,-0.000396118,25.24
6165,-0.001189296,25.21
6166,-0.003974568,25.11
6167,-0.010006087,24.86
6168,-0.006861783,24.69
6169,0.001214329,24.72
6170,-0.000404613,24.71
6171,-0.010577804,24.45
6172,0.003266642,24.53
6173,0.002036246,24.58
6174,-0.002851907,24.51
6175,0.002444989,24.57
6176,0.00081367,24.59
6177,0.004463387,24.7
6178,0.003637102,24.79
6179,0.000806452,24.81
6180,-0.003229716,24.73
6181,-0.002023882,24.68
6182,-0.00568876,24.54
6183,-0.002447982,24.48
6184,0.001632653,24.52
6185,-0.000815994,24.5
6186,-0.002451983,24.44
6187,-0.001638002,24.4
6188,0.007349972,24.58
6189,-0.000406918,24.57
6190,-0.000814332,24.55
6191,-0.002855397,24.48
6192,-0.017305747,24.06
6193,-0.006253929,23.91
6194,0.012055852,24.2
6195,-0.002896754,24.13
6196,-0.002489628,24.07
6197,-0.011280671,23.8
6198,0.00293686,23.87
6199,0.006680609,24.03
6200,0.002493767,24.09
6201,0.001659063,24.13
6202,0.0008285,24.15
6203,0,24.15
6204,0.015204731,24.52
6205,0.003257332,24.6
6206,0.002841488,24.67
6207,0.004045313,24.77
6208,0.000403633,24.78
6209,-0.000403633,24.77
6210,-0.004856343,24.65
6211,0.00243112,24.71
6212,0.001617469,24.75
6213,0.002018164,24.8
6214,0.014411779,25.16
6215,0.006734032,25.33
6216,-0.001975895,25.28
6217,-0.000395648,25.27
6218,0.005918344,25.42
6219,-0.002363136,25.36
6220,0.006289329,25.52
